Start,1
"[-3, 9, 17, 21, 26]",ਓ
"[4, 16, 19, 23]",ਔ
"[-3, 9, 13, 21, 28]",ਕ
"[-5, 7, 16, 23, 26]",ਖ
"[-3, 19]",ਗ
"[-5, 29, 33]",ਘ
"[-5, 7, 23]",ਙ
"[-3, 9, 24, 28, 31]",ਚ
"[4, 16, 20, 24, 26, 36]",ਛ
"[4, 16, 20, 26, 35]",ਜ
"[9, 21, 25, 31]",ਝ
"[-5, -3, 7, 9, 23, 24, 28, 29, 31, 33]",ਞ
"[-5, -3, 9, 24, 28, 31]",ਟ
"[4, 16, 19, 20, 26, 36]",ਠ
"[7, 23, 29, 33]",ਡ
"[0, 9, 15, 18]",ਢ
"[0, 6, 15, 21]",ਣ
"[2, 9, 12, 17]",ਤ
"[-1, 8, 14, 16]",ਥ
"[-3, 9, 12, 24]",ਦ
"[0, 9, 16, 21]",ਧ
"[1, 9, 16, 19]",ਨ
"[4, 9, 12, 16]",਩
"[5, 9, 12, 15]",ਪ
"[5, 9, 15]",ਫ
"[4, 8, 11, 16]",ਬ
"[0, 10, 12, 19]",ਭ
"[4, 9, 13, 21]",ਮ
"[-5, 14, 17, 23]",ਯ
"[-5, 12, 17, 21]",ਰ
"[-8, 10, 12, 19]",਱
"[0, 16, 21, 24]",ਲ
"[2, 14, 21, 24]",ਲ਼
"[0, 17, 19, 26]",਴
"[5, 11, 21, 26]",ਵ
"[5, 14, 17, 21]",ਸ਼
"[0, 5, 12, 21]",਷
"[0, 2, 12, 17]",ਸ
"[0, 4, 12, 24]",ਹ
"[0, 4, 12, 23]",਺
"[2, 5, 12, 21]",਻
"[5, 9, 12, 24]",਼
"[0, 12, 17, 23, 26]",਽
"[-5, 7, 17, 26, 31]",ਾ
"[0, 12, 19, 24, 31]",ਿ
"[5, 17, 19, 29, 35]",ੀ
"[0, 8, 15]",ੁ
"[-9, 0, 8, 15]",ੂ
"[1, 8, 13, 17]",੃
"[-2, 10, 13, 19]",੄
"[-2, 0, 10, 13, 19]",੅
"[5, 8, 12, 20]",੆
"[-4, 5, 8, 12, 20]",ੇ
"[3, 7, 15, 22]",ੈ
"[0, 8, 15, 27]",੉
"[-4, 0, 8, 15, 27]",੊
"[1, 17, 20, 25]",ੋ
"[-4, 1, 17, 20, 25]",ੌ
"[3, 15, 20, 24]",੍
"[-2, 3, 15, 20, 24]",੎
"[3, 15, 19, 22]",੏
"[5, 12, 20]",੐
"[3, 5, 12, 20]",ੑ
"[5, 7, 12, 20]",੒
"[1, 13, 17, 25]",੓
"[1, 12, 13, 17, 25]",੔
"[1, 10, 13, 17, 25]",੕
"[1, 8, 13, 17, 25]",੖
"[-4, 3, 8, 12, 15, 20]",੗
"[8, 12, 15, 20]",੘
"[5, 12, 17, 20]",ਖ਼
"[5, 7, 12, 17, 20]",ਗ਼
"[7, 10, 15, 22]",ਜ਼
"[3, 7, 10, 15, 22]",ੜ
"[5, 8, 12, 15, 20]",੝
"[1, 13, 17, 20]",ਫ਼
"[1, 3, 8, 13, 17]",੟
"[0, 5, 8, 15]",੠
"[1, 7, 8, 13, 17]",੡
"[-2, 3, 10, 13, 19]",੢
"[-4, 12, 15, 20]",੣
"[0, 15, 20, 27]",੤
"[-7, 0, 15, 20, 27]",੥
"[-9, 3, 15, 20, 24]",੦
"[3, 8, 15, 19, 22]",੧
"[8, 15, 20, 24]",੨
"[7, 8, 15, 20, 24]",੩
"[-2, 1, 8, 13, 17]",੪
"[0, 12, 18, 21, 27]",੫
"[0, 12, 18, 19, 21, 27, 28]",੬
"[-7, 5, 17, 21, 28]",੭
"[5, 17, 24, 35]",੮
"[4, 16, 24, 33]",੯
"[0, 12, 24, 27, 31]",ੰ
"[-4, 8, 22, 26, 29]",ੱ
"[-5, 7, 22, 27, 34]",ੲ
"[8, 20, 24, 29]",ੳ
"[7, 19, 22, 27, 31]",ੴ
"[7, 19, 22, 26, 34]",ੵ
"[3, 15, 19, 31, 36]",੶
"[5, 17, 20, 29, 38]",੷
"[3, 15, 21, 29, 36]",੸
"[2, 14, 22, 29, 38]",੹
"[2, 14, 21, 30, 36]",੺
"[7, 19, 22, 31, 34]",੻
"[0, 12, 24, 27, 33]",੼
"[2, 14, 22, 26, 31]",੽
"[19, 22, 26, 31]",੾
"[7, 19, 22, 26, 31]",੿
"[26, 31]",઀
"[3, 15, 19, 27, 36]",ઁ
"[-2, 10, 22, 27, 31]",ં
"[3, 15, 19, 27]",ઃ
"[0, 12, 15, 27, 31]",઄
"[0, 12, 15, 27, 32]",અ
"[0, 12, 15, 24]",આ
"[19, 22]",ઇ
"[0, 12, 15]",ઈ
"[20, 24, 27, 36]",ઉ
"[7, 8, 19, 26, 31, 35]",ઊ
"[-5, 5, 10, 17]",ઋ
"[2, 5, 9]",ઌ
"[2, 5, 10]",ઍ
"[-2, 0, 4, 12]",઎
"[-2, 0, 4, 14]",એ
"[-2, 2, 5, 12]",ઐ
"[-3, 0, 5]",ઑ
"[-3, 0, 9, 16]",઒
"[-2, 2, 5, 14]",ઓ
"[-5, 0, 4, 7]",ઔ
"[-5, 5, 9, 14]",ક
"[-2, 2, 5]",ખ
"[-2, 2, 5, 7]",ગ
"[-2, 2, 5, 9]",ઘ
"[-5, 2, 7, 10]",ઙ
"[-2, 0, 4, 9]",ચ
"[-2, 0, 4, 10]",છ
"[-2, 0, 7, 16]",જ
"[-2, 0, 7, 14]",ઝ
"[-2, 0, 7, 12]",ઞ
"[-3, 0, 5, 17]",ટ
"[-2, 0, 4, 16]",ઠ
"[2, 5, 17]",ડ
"[0, 2, 5, 17]",ઢ
"[-5, 2, 9, 12]",ણ
"[0, 5, 9]",ત
"[-12, -2, 4, 7]",થ
"[-7, -3, 5]",દ
"[5, 17, 24, 29]",ધ
"[10, 22, 29, 38]",ન
"[7, 19, 26, 29, 34]",઩
"[-2, 10, 19, 28, 31]",પ
"[-3, 9, 24, 30, 33]",ફ
"[-5, 7, 22, 31, 34]",બ
"[5, 17, 23, 32, 38]",ભ
"[-2, 10, 26, 29, 34]",મ
"[0, 12, 19, 29, 31]",ય
"[-7, 5, 21, 29]",ર
"[-5, 7, 19, 28, 36]",઱
"[-5, 7, 23, 29, 35]",લ
"[2, 14, 23, 29, 33]",ળ
"[7, 19, 29, 31]",઴
"[0, 12, 24, 28, 38]",વ
"[5, 17, 24, 26, 33]",શ
"[5, 17, 21, 26, 33]",ષ
"[2, 14, 19, 23, 28]",સ
"[-1, 11, 19, 23, 29]",હ
"[0, 7, 19, 28, 36]",઺
"[-5, 23, 29, 35]",઻
"[2, 14, 19, 23, 29, 31]",઼
"[7, 29, 31]",ઽ
"[29, 31]",ા
"[7, 12, 19, 28, 31]",િ
"[0, 7, 19, 24, 28]",ી
"[0, 7, 12, 19, 28, 31, 36]",ુ
"[14, 23, 29, 33, 35]",ૂ
"[2, 19, 23, 29, 31]",ૃ
"[2, 14, 21, 29, 33]",ૄ
"[2, 14, 17, 26, 35]",ૅ
"[2, 14, 17, 26, 36]",૆
"[-5, 7, 19, 24, 28, 36]",ે
"[-5, 7, 19, 21, 24]",ૈ
"[2, 14, 21, 24, 29, 33]",ૉ
"[-5, 7, 12, 16, 19, 23, 24, 31]",૊
"[-5, 26, 29]",ો
"[-5, 7, 19, 29]",ૌ
"[0, 12, 19, 28, 36, 38]",્
"[2, 23, 28]",૎
"[2, 14, 17, 26, 35, 36]",૏
"[-5, 0, 7, 19, 24, 28]",ૐ
"[-5, 0, 7, 19, 28, 36]",૑
"[-5, 23]",૒
"[7, 14, 23, 29, 35]",૓
"[2, 7, 19, 23, 29, 31, 33]",૔
"[0, 7, 12, 19, 28, 31]",૕
"[-5, 0, 12, 19, 28, 31]",૖
"[-5, 35]",૗
"[2, 7, 14, 23, 29, 33]",૘
"[0, 12, 19, 28, 29, 31, 36]",૙
"[12, 24, 40]",૚
"[0, 5, 26, 33]",૛
"[5, 17, 21, 24, 26, 33]",૜
"[-1, 26, 31]",૝
"[4, 16, 24, 28, 36]",૞
"[12, 24, 29, 38]",૟
"[5, 17, 24, 33, 36, 38]",ૠ
"[7, 19, 22, 28, 37]",ૡ
"[0, 12, 29, 31, 38]",ૢ
"[12, 24, 28, 31, 36, 40, 43]",ૣ
"[0, 12, 24, 29, 31, 38]",૤
"[4, 16, 24, 28, 29, 31, 36, 38]",૥
"[4, 16, 24, 28, 31, 36]",૦
"[9, 21, 26, 35, 38]",૧
"[9, 21, 26, 28, 33, 35, 36, 38]",૨
"[9, 21, 28, 35, 38]",૩
"[9, 21, 28]",૪
"[4, 16, 28, 32, 33, 35, 36]",૫
"[4, 16, 26, 31, 35]",૬
"[5, 17, 24, 32, 35]",૭
"[7, 19, 28, 29, 35, 36, 38]",૮
"[7, 19, 31, 36, 40]",૯
"[7, 19, 29, 31, 36, 38, 40]",૰
"[7, 19, 29, 31, 38]",૱
"[5, 17, 24, 33, 36, 41]",૲
"[0, 12, 24, 33, 41]",૳
"[0, 12, 24, 28, 31, 36, 40, 43]",૴
"[0, 2, 12, 14, 24, 31, 38, 40]",૵
"[2, 14, 24, 31, 38]",૶
"[4, 16, 24, 34, 36]",૷
"[5, 17, 24, 29, 33, 38]",૸
"[12, 24, 28, 31, 36, 40]",ૹ
"[0, 12, 24, 29, 31, 38, 40]",ૺ
"[9, 21, 24, 26, 35, 36, 38, 40]",ૻ
"[9, 21, 28, 33, 35, 36, 38]",ૼ
"[7, 19, 28, 31, 36, 40]",૽
"[0, 7, 12, 19, 28, 29, 31, 36, 38]",૾
"[2, 14, 38]",૿
"[5, 17, 23, 24, 31]",଀
"[5, 17, 23, 29, 32]",ଁ
"[2, 14, 16, 26, 35]",ଂ
"[-1, 11, 19, 29, 31]",ଃ
"[7, 19, 23, 28, 35]",଄
"[5, 17, 19, 23, 26, 38]",ଅ
"[4, 16, 19, 24, 31, 40]",ଆ
"[2, 14, 19, 23, 31, 41]",ଇ
"[-1, 11, 19, 29, 31, 38]",ଈ
"[7, 19, 22, 29, 37]",ଉ
"[7, 19, 24, 31, 40, 43]",ଊ
"[7, 19, 21, 31, 40, 43]",ଋ
"[7, 19, 23, 29, 38, 41]",ଌ
"[0, 12, 24, 28, 36, 40]",଍
"[7, 19, 21, 29, 40]",଎
"[5, 17, 24, 31, 35]",ଏ
"[9, 21, 29, 33, 36]",ଐ
"[7, 19, 23, 26, 29, 31]",଑
"[8, 20, 23, 29, 38]",଒
"[7, 19, 29, 33]",ଓ
"[7, 19, 29]",ଔ
"[0, 12, 19, 28, 35, 36]",କ
"[0, 12, 28, 33, 36]",ଖ
"[4, 16, 28, 33, 36]",ଗ
"[4, 16, 26, 28, 35]",ଘ
"[2, 14, 24, 30, 38]",ଙ
"[2, 14, 24, 30]",ଚ
"[2, 14, 24, 30, 40]",ଛ
"[7, 19, 29, 33, 35]",ଜ
"[4, 16, 28, 35]",ଝ
"[0, 12, 20]",ଞ
"[1, 13, 25, 29]",ଟ
"[5, 17, 24, 29, 32]",ଠ
"[10, 22, 25, 29, 37]",ଡ
"[5, 17, 25, 32, 41]",ଢ
"[6, 18, 22, 30, 39]",ଣ
"[8, 20, 29, 37]",ତ
"[8, 29, 37]",ଥ
"[1, 13, 20, 29, 37]",ଦ
"[1, 13, 25, 32, 41]",ଧ
"[0, 12, 27, 32, 39]",ନ
"[1, 13, 25, 29, 34]",଩
"[3, 15, 24, 27, 32]",ପ
"[8, 20, 24, 27, 32]",ଫ
"[8, 20, 24, 32, 39]",ବ
"[8, 20, 27, 32, 36]",ଭ
"[6, 18, 27, 32]",ମ
"[5, 17, 25, 32, 37]",ଯ
"[6, 18, 25, 34, 41]",ର
"[6, 18, 27, 34, 39]",଱
"[10, 22, 29, 37]",ଲ
"[10, 22, 37]",ଳ
"[10, 22, 30, 37]",଴
"[8, 20, 27, 32, 37]",ଵ
"[6, 18, 24, 27, 32]",ଶ
"[5, 32, 37]",ଷ
"[8, 27, 36]",ସ
"[0, 12, 21, 27, 29]",ହ
"[1, 13, 22, 29, 34]",଺
"[5, 17, 25, 29, 34]",଻
"[6, 18, 22, 25, 34]",଼
"[6, 18, 22, 25]",ଽ
"[3, 15, 27, 30, 36]",ା
"[5, 29, 34]",ି
"[10, 22, 25, 29, 34]",ୀ
"[10, 22, 29, 34, 37]",ୁ
"[7, 19, 28, 34, 37]",ୂ
"[8, 20, 29, 36]",ୃ
"[12, 24, 29, 32]",ୄ
"[5, 17, 20, 29]",୅
"[3, 15, 24, 30, 32]",୆
"[1, 13, 25, 29, 32]",େ
"[3, 15, 25, 30, 32]",ୈ
"[6, 18, 25, 30, 34]",୉
"[5, 17, 26, 32, 34]",୊
"[5, 17, 26]",ୋ
"[3, 15, 27, 31, 39]",ୌ
"[5, 17, 27, 32, 39]",୍
"[7, 19, 27, 34, 37]",୎
"[6, 18, 24, 32]",୏
"[3, 15, 25, 30, 37]",୐
"[1, 13, 29, 32, 41]",୑
"[1, 13, 32]",୒
"[6, 18, 30, 34, 39]",୓
"[8, 20, 29, 32, 37]",୔
"[-4, 8, 27, 32, 36]",୕
"[1, 13, 29, 32, 37]",ୖ
"[8, 20]",ୗ
"[0, 32, 39]",୘
"[13, 25, 32, 41]",୙
"[6, 18, 22]",୚
"[10, 29, 34]",୛
"[8, 20, 29]",ଡ଼
"[5, 32, 41]",ଢ଼
"[3, 27, 32]",୞
"[32, 41]",ୟ
"[8, 32, 36]",ୠ
"[6, 18, 24]",ୡ
"[3, 15, 27]",ୢ
"[22, 25, 29]",ୣ
"[-4, 8, 27]",୤
"[5, 29, 32]",୥
"[3, 15, 24]",୦
"[8, 20, 27]",୧
"[22, 30, 37]",୨
"[22, 37]",୩
"[32, 37]",୪
"[29, 37]",୫
"[20, 27, 36]",୬
"[19, 27, 34, 37]",୭
"[6, 18, 22, 30, 37]",୮
"[0, 12, 16, 23, 24]",୯
"[-5, 0, 7, 12, 14, 19, 23, 28, 31]",୰
"[-5, 22, 25]",ୱ
"[22, 25]",୲
"[-5, 7, 19, 22, 23, 25, 26]",୳
"[7, 17, 19, 23, 26]",୴
"[-5, 0, 12, 16, 19, 24]",୵
"[-5, 7, 12, 14, 23, 31]",୶
"[23, 31]",୷
"[-7, 7, 16, 19, 24]",୸
"[0, 12, 16, 19, 26]",୹
"[7, 17]",୺
"[7, 19, 22, 25]",୻
"[0, 12, 16, 19, 24, 26]",୼
"[-5, 7, 12, 17, 21]",୽
"[-1, 0, 11, 12, 14, 19, 28, 29]",୾
"[-8, 4, 13, 21, 28]",୿
"[-5, 7, 17, 19, 23, 24, 26, 28]",஀
"[12, 16, 19, 26]",஁
"[2, 18, 24, 28]",ஂ
"[2, 18, 24, 26]",ஃ
"[2, 16, 24, 28]",஄
"[12, 14, 21, 29]",அ
"[7, 11, 19, 29]",ஆ
"[5, 12, 14, 21]",இ
"[4, 7, 12, 14]",ஈ
"[2, 7, 11, 19]",உ
"[-3, 4, 9, 14]",ஊ
"[-8, 0, 12, 19]",஋
"[4, 11, 12, 19]",஌
"[-1, 2, 14, 19]",஍
"[-3, 9, 12, 18]",எ
"[-7, 9, 12, 21]",ஏ
"[-8, 8, 14, 23]",ஐ
"[-7, 9, 12, 16]",஑
"[-7, 9, 12, 14]",ஒ
"[-5, 10, 15]",ஓ
"[0, 12, 19, 29, 38]",ஔ
"[5, 17, 21, 33, 40]",க
"[2, 33, 41]",஖
"[4, 16, 25, 33, 40]",஗
"[7, 31, 40]",஘
"[-5, 7, 11, 14, 19, 23]",ங
"[-5, 7, 14, 17, 23, 26, 29]",ச
"[14, 29]",஛
"[-3, 9, 14, 24, 29]",ஜ
"[-3, -1, 9, 11, 19, 24, 26, 29]",஝
"[-8, 4, 12, 22, 31]",ஞ
"[-7, 5, 12, 21, 31]",ட
"[-7, -5, 5, 7, 16, 17, 19, 21, 24, 26]",஠
"[-5, 7, 14, 16, 19, 23, 24]",஡
"[-5, 0, 7, 12, 17, 19, 26]",஢
"[27, 30]",ண
"[27, 28, 30, 31]",த
"[0, 12, 18, 24, 27]",஥
"[-5, 2, 7, 14, 18, 19, 21, 23]",஦
"[2, 14, 24, 33]",஧
"[2, 14, 21, 30]",ந
"[0, 12, 15, 16, 24, 30, 31]",ன
"[0, 12, 15, 24, 30]",ப
"[0, 12, 16, 19, 24, 28, 31]",஫
"[-8, 4, 19, 22, 24]",஬
"[-5, 7, 12, 16, 19, 24]",஭
"[-5, 7, 17, 24, 26]",ம
"[-5, 7, 16, 17, 19, 24, 26]",ய
"[0, 12, 16, 17, 19, 24, 26]",ர
"[24, 28, 31]",ற
"[-5, 7, 14, 17, 23, 26]",ல
"[-5, -3, 7, 9, 14, 23, 24, 29]",ள
"[-1, 0, 11, 12, 19, 26, 29]",ழ
"[-3, 2, 9, 14, 16, 19, 21, 23, 24]",வ
"[-5, 7, 14, 19, 23, 26]",ஶ
"[-5, 7, 17, 19, 24, 26, 28]",ஷ
"[0, 9, 17]",ஸ
"[-5, -1, 7, 16]",ஹ
"[0, 17, 21]",஺
"[-5, 7, 19, 26, 29, 31, 35]",஻
"[-5, 7, 19, 31, 35]",஼
"[-5, 0, 7, 12, 23, 24, 29, 33]",஽
"[0, 12, 24, 27, 28, 30, 31]",ா
"[0, 12, 24, 27, 30]",ி
"[0, 2, 12, 14, 21, 23, 26, 28, 31, 33]",ீ
"[2, 14, 19, 23, 26, 35]",ு
"[2, 14, 18, 19, 24, 28, 33]",ூ
"[-5, 2, 7, 14, 19, 21, 23, 24, 30, 31]",௃
"[5, 17, 21, 23, 29, 35, 36]",௄
"[4, 16, 22, 31, 36]",௅
"[-3, 9, 18, 26, 36]",ெ
"[-5, -3, 7, 9, 18, 19, 24, 26, 28]",ே
"[-5, 7, 17, 21, 23, 24, 26]",ை
"[-5, 0, 7, 12, 16, 17, 19, 24, 26]",௉
"[-5, 7, 19, 23, 29, 31, 33, 35]",ொ
"[0, 12, 24, 28, 29, 31, 33]",ோ
"[-5, 0, 7, 12, 19, 28, 29, 35, 36]",ௌ
"[0, 12, 19, 21, 28, 33, 35]",்
"[2, 14, 19, 23, 26, 31]",௎
"[2, 14, 18, 19, 24, 26, 33, 35]",௏
"[2, 14, 19, 21, 24, 28, 30]",ௐ
"[0, 5, 12, 17, 24, 28, 29, 31, 33]",௑
[33],௒
"[5, 17, 23, 24, 29, 35]",௓
"[0, 5, 12, 17, 21, 24, 28, 29, 31, 36]",௔
"[-5, 7, 17, 19, 21, 24, 26]",௕
"[-7, 0, 12, 21]",௖
"[-3, 7, 12, 19]",ௗ
"[-3, 0, 12, 18]",௘
"[0, 4, 12, 16]",௙
"[0, 5, 12, 16]",௚
"[-8, 11, 12, 19]",௛
"[-7, 9, 12, 19]",௜
"[-5, 9, 12, 17]",௝
"[-3, 9, 13, 17]",௞
"[-3, 7, 13, 16]",௟
"[2, 5, 14]",௠
"[0, 12, 14, 21, 29]",௡
"[4, 23, 31]",௢
"[16, 23, 31]",௣
"[-3, 9, 12, 24, 31]",௤
"[-3, 9, 16, 24, 28]",௥
"[-3, 24, 28]",௦
"[-8, 4, 19, 28, 31]",௧
"[-10, 2, 21, 28, 31]",௨
"[2, 14, 21, 26]",௩
"[14, 21, 26]",௪
"[0, 12, 21, 26]",௫
"[0, 21, 26]",௬
"[-5, 7, 14, 19, 29]",௭
"[-5, 7, 14, 19]",௮
"[-5, 7, 12, 19]",௯
"[-5, 11, 19, 26]",௰
"[-7, 5, 11, 19, 26]",௱
"[-8, 4, 19, 23, 31]",௲
"[-8, 23, 31]",௳
"[0, 23, 28]",௴
[14],௵
"[21, 26]",௶
"[12, 21, 26]",௷
"[0, 12, 17, 19, 24, 28]",௸
"[-8, -7, 4, 12, 19, 31]",௹
"[7, 12, 19, 23, 24, 31, 40]",௺
"[9, 17, 21, 24, 29, 33]",௻
"[0, 5, 12, 24, 28, 31]",௼
"[7, 19, 21, 29, 36]",௽
"[12, 24, 31, 43]",௾
"[7, 19, 21, 29]",௿
"[7, 12, 19, 23]",ఀ
"[21, 24, 28, 29, 36, 38]",ఁ
"[5, 9, 17, 24, 29, 33]",ం
"[5, 12, 24, 28, 36]",ః
"[12, 24, 31, 38, 40]",ఄ
"[7, 12, 24, 31]",అ
"[0, 12, 24, 28, 31, 40, 43]",ఆ
"[7, 12, 19, 23, 24, 31, 38]",ఇ
"[7, 19, 29, 36]",ఈ
"[28, 31, 43]",ఉ
"[19, 21, 23, 24, 28, 36]",ఊ
"[5, 9, 29, 33]",ఋ
"[0, 12, 17, 24, 28, 31]",ఌ
"[7, 12, 40]",఍
"[0, 12, 24, 28, 31, 40]",ఎ
"[7, 12, 23, 24, 38]",ఏ
"[2, 26, 35]",ఐ
"[4, 16, 19, 26, 35]",఑
"[2, 4, 14, 16, 17, 19, 23, 24, 26]",ఒ
"[-3, 9, 16, 28, 36]",ఓ
"[11, 19, 26, 35]",ఔ
"[0, 2, 12, 14, 19, 23, 24, 26, 28]",క
"[2, 23, 26]",ఖ
"[0, 2, 12, 19, 23, 24, 26, 28]",గ
"[2, 14, 18, 33]",ఘ
"[2, 4, 14, 16, 19, 23, 24, 26]",ఙ
"[23, 29]",చ
"[4, 24]",ఛ
"[14, 17, 26, 35]",జ
"[4, 26, 35]",ఝ
"[14, 17, 23, 26]",ఞ
"[0, 12, 14, 17, 19, 23, 24, 26, 28]",ట
"[2, 23, 29]",ఠ
"[2, 14, 16, 19, 23, 24, 26]",డ
"[2, 14, 16, 17, 19, 23, 24, 26]",ఢ
"[0, 2, 12, 14, 17, 19, 24, 28]",ణ
"[16, 19, 26, 35]",త
"[0, 2, 12, 14, 19, 24, 28]",థ
"[0, 12, 18, 21, 26]",ద
"[-3, 9, 16, 19, 24]",ధ
"[-10, 2, 11, 19, 26]",న
"[-12, 0, 9, 19, 28]",఩
"[-12, 0, 9, 16, 28]",ప
"[-10, 2, 9, 12, 18]",ఫ
"[-8, 4, 9, 12, 19]",బ
"[-3, 9, 14, 17, 24]",భ
"[-8, 4, 7, 19, 24]",మ
"[-10, 2, 9, 17, 29]",య
"[-10, 2, 11, 19, 29]",ర
"[-12, 0, 9, 28]",ఱ
"[7, 9, 19, 24]",ల
"[0, 7, 17, 26]",ళ
"[12, 24, 33, 41]",ఴ
"[2, 14, 24, 30, 38, 40]",వ
"[9, 21, 24, 33, 41]",శ
"[8, 20, 23, 28, 38]",ష
"[0, 12, 26, 30, 33]",స
"[0, 12, 26, 30, 35]",హ
"[0, 12, 26, 30]",఺
"[0, 12, 26, 30, 36]",఻
"[-1, 11, 19, 31, 36, 40]",఼
"[-1, 11, 19, 31, 40]",ఽ
"[-1, 11, 20, 29, 40]",ా
"[20, 29]",ి
"[-1, 11, 20, 29, 38]",ీ
"[-1, 0, 11, 12, 21, 28, 36, 38]",ు
"[0, 12, 21, 28, 36]",ూ
"[11, 23, 26, 31, 41]",ృ
"[6, 18, 24, 26, 35]",ౄ
"[6, 7, 18, 19, 24, 27, 28, 31, 33]",౅
"[7, 19, 28, 31, 33]",ె
"[0, 7, 12, 19, 24, 28, 35, 36]",ే
"[0, 12, 26, 30, 35, 36]",ై
"[-1, 11, 20, 29, 38, 40]",౉
"[6, 18, 24, 26, 27, 33, 35]",ొ
"[7, 19, 26, 29, 33, 35]",ో
"[0, 12, 16, 28, 33]",ౌ
"[2, 14, 18, 24, 26, 33]",్
"[-1, 11, 17, 26, 31]",౎
"[-3, 9, 14, 24, 30]",౏
"[-7, 5, 16, 21, 26]",౐
"[-7, 5, 15, 21]",౑
"[-8, 4, 16, 21, 24]",౒
"[-8, 4, 14, 20, 23]",౓
"[-1, 11, 16, 20, 26]",౔
"[-3, 9, 14, 21, 29]",ౕ
"[-4, 8, 11, 23, 28]",ౖ
"[-3, 9, 16, 23, 26]",౗
"[-8, 4, 16, 21, 26]",ౘ
"[-8, -7, 4, 5, 14, 16, 21, 26]",ౙ
"[5, 29]",ౚ
"[-7, 5, 14, 16, 21, 26]",౛
"[-3, 9, 12, 16, 21]",౜
"[-7, 5, 16, 17, 21, 26]",ౝ
"[-10, -8, 4, 16, 21, 26]",౞
"[-3, 21, 28]",౟
"[-10, -8, 2, 4, 16, 17, 21, 26]",ౠ
"[-10, 2, 17]",ౡ
"[-8, 21, 26]",ౢ
"[17, 29]",ౣ
"[-7, 5, 16]",౤
"[-3, 9, 13, 16, 21]",౥
"[-7, 2, 9, 14]",౦
"[-3, 0, 12, 17]",౧
"[5, 9, 14]",౨
"[4, 9, 13, 16]",౩
"[-8, 4, 8, 11]",౪
"[-8, -3, 4, 9, 12, 16, 24, 28, 31]",౫
"[-8, 4, 12, 28, 31]",౬
"[-5, 5, 7, 19, 21, 24, 26, 28, 29]",౭
"[9, 16]",౮
"[2, 23, 31]",౯
"[0, 11, 12, 19, 26, 28, 31, 33]",౰
"[0, 28, 33]",౱
"[-5, 2, 7, 14, 18, 19, 23, 24, 31, 33]",౲
"[-8, 24]",౳
"[-8, 4, 9, 21, 22, 24, 28, 31]",౴
"[-8, 4, 22, 24, 31]",౵
"[-7, -5, 5, 7, 19, 21, 24, 28]",౶
"[0, 7, 12, 16, 17, 23, 24, 26]",౷
"[-1, 0, 12, 19, 28, 33]",౸
"[-8, -3, 4, 9, 21, 22, 24, 28, 31]",౹
"[-8, -3, 4, 9, 12, 16, 28, 31]",౺
"[-7, -5, 5, 7, 19, 21, 24, 26, 28, 29]",౻
"[-1, 0, 12, 19, 26, 28, 31, 33]",౼
"[14, 18, 24, 33]",౽
"[-5, 7, 14, 18, 19, 23, 24, 31, 33]",౾
"[-8, -3, 4, 22, 24, 28, 31]",౿
"[-5, 5, 7, 19, 21, 24, 28]",ಀ
"[-2, 10, 19]",ಁ
"[-5, 7, 19, 26, 28, 29, 31]",ಂ
"[-5, 0, 7, 12, 19, 24, 26, 28, 29]",ಃ
"[5, 17, 21, 24, 33, 36]",಄
"[0, 5, 12, 17, 24, 29, 33]",ಅ
"[14, 19]",ಆ
"[-7, -5, 5, 7, 16, 17, 24, 33]",ಇ
"[-5, 7, 17, 24, 28]",ಈ
"[-3, -2, 9, 10, 17, 19, 24, 28, 29]",ಉ
"[-7, 0, 5, 12, 16, 17, 24, 31, 33]",ಊ
"[-5, 7, 19, 23, 28, 31]",ಋ
"[-5, 7, 19, 23, 26, 29, 31]",ಌ
"[-7, -5, 5, 7, 16, 17, 24, 31, 33]",಍
"[5, 17, 21, 24, 29, 33, 35]",ಎ
"[14, 19, 23, 31]",ಏ
"[2, 5, 12, 24]",ಐ
"[4, 7, 12, 23]",಑
"[5, 12, 23]",ಒ
"[-10, 7, 9, 16]",ಓ
"[-10, 5, 9, 14]",ಔ
"[4, 8, 16, 24]",ಕ
"[4, 8, 14, 23]",ಖ
"[5, 8, 14, 23]",ಗ
"[-5, 11, 16, 19]",ಘ
"[-5, 11, 14, 17]",ಙ
"[-3, 12, 16]",ಚ
"[-8, 10, 13, 19]",ಛ
"[-5, 5, 9]",ಜ
"[-5, 5, 7, 11]",ಝ
"[0, 12, 24, 26, 28, 31]",ಞ
"[2, 14, 24, 33, 41]",ಟ
"[0, 31, 36]",ಠ
"[9, 21, 24, 28, 31, 36]",ಡ
"[2, 5, 14, 24, 33, 41]",ಢ
"[4, 31, 40]",ಣ
"[5, 9, 17, 21, 24, 26, 33, 36]",ತ
"[19, 26, 31, 35]",ಥ
"[0, 7, 12, 28, 31, 36]",ದ
"[0, 12, 19, 24, 28, 36]",ಧ
"[14, 26, 29, 33]",ನ
"[2, 7, 23]",಩
"[-5, 11, 19, 26, 29, 31]",ಪ
"[-1, 12, 19, 24, 28]",ಫ
"[0, 9, 21, 24, 29]",ಬ
"[-3, 0, 12, 19, 24, 28]",ಭ
"[7, 14, 19, 21, 23, 26, 31]",ಮ
"[4, 9, 21, 24, 28, 36]",ಯ
"[0, 7, 12, 24, 31, 38, 40]",ರ
